Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Age","Education","Distribution"
"Tunisia",2005,"15+","Total",1
"Tunisia",2010,"15+","Total",1
"Tunisia",2015,"15+","Total",1
"Tunisia",2020,"15+","Total",1
"Uganda",1990,"15+","Total",1
"Uganda",1995,"15+","Total",1
"Uganda",2000,"15+","Total",1
"Uganda",2005,"15+","Total",1
"Uganda",2010,"15+","Total",1
"Uganda",2015,"15+","Total",1
"Uganda",2020,"15+","Total",1
"Egypt",1990,"15+","Total",1
"Egypt",1995,"15+","Total",1
"Egypt",2000,"15+","Total",1
"Egypt",2005,"15+","Total",1
"Egypt",2010,"15+","Total",1
"Egypt",2015,"15+","Total",1
"Egypt",2020,"15+","Total",1
"United Republic of Tanzania",1990,"15+","Total",1
"United Republic of Tanzania",1995,"15+","Total",1
"United Republic of Tanzania",2000,"15+","Total",1
"United Republic of Tanzania",2005,"15+","Total",1
"United Republic of Tanzania",2010,"15+","Total",1
"United Republic of Tanzania",2015,"15+","Total",1
"United Republic of Tanzania",2020,"15+","Total",1
"Burkina Faso",1990,"15+","Total",1
"Burkina Faso",1995,"15+","Total",1
"Burkina Faso",2000,"15+","Total",1
"Burkina Faso",2005,"15+","Total",1
"Burkina Faso",2010,"15+","Total",1
"Burkina Faso",2015,"15+","Total",1
"Burkina Faso",2020,"15+","Total",1
"Zambia",1990,"15+","Total",1
"Zambia",1995,"15+","Total",1
"Zambia",2000,"15+","Total",1
"Zambia",2005,"15+","Total",1
"Zambia",2010,"15+","Total",1
"Zambia",2015,"15+","Total",1
"Zambia",2020,"15+","Total",1
"Africa",1990,"15+","Total",1
"Africa",1995,"15+","Total",1
"Africa",2000,"15+","Total",1
"Africa",2005,"15+","Total",1
"Africa",2010,"15+","Total",1
"Africa",2015,"15+","Total",1
"Africa",2020,"15+","Total",1
"Algeria",1990,"25+","Total",1
"Algeria",1995,"25+","Total",1
"Algeria",2000,"25+","Total",1
"Algeria",2005,"25+","Total",1
"Algeria",2010,"25+","Total",1
"Algeria",2015,"25+","Total",1
"Algeria",2020,"25+","Total",1
"Angola",1990,"25+","Total",1
"Angola",1995,"25+","Total",1
"Angola",2000,"25+","Total",1
"Angola",2005,"25+","Total",1
"Angola",2010,"25+","Total",1
"Angola",2015,"25+","Total",1
"Angola",2020,"25+","Total",1
"Botswana",1990,"25+","Total",1
"Botswana",1995,"25+","Total",1
"Botswana",2000,"25+","Total",1
"Botswana",2005,"25+","Total",1
"Botswana",2010,"25+","Total",1
"Botswana",2015,"25+","Total",1
"Botswana",2020,"25+","Total",1
"Burundi",1990,"25+","Total",1
"Burundi",1995,"25+","Total",1
"Burundi",2000,"25+","Total",1
"Burundi",2005,"25+","Total",1
"Burundi",2010,"25+","Total",1
"Burundi",2015,"25+","Total",1
"Burundi",2020,"25+","Total",1
"Cameroon",1990,"25+","Total",1
"Cameroon",1995,"25+","Total",1
"Cameroon",2000,"25+","Total",1
"Cameroon",2005,"25+","Total",1
"Cameroon",2010,"25+","Total",1
"Cameroon",2015,"25+","Total",1
"Cameroon",2020,"25+","Total",1
"Cape Verde",1990,"25+","Total",1
"Cape Verde",1995,"25+","Total",1
"Cape Verde",2000,"25+","Total",1
"Cape Verde",2005,"25+","Total",1
"Cape Verde",2010,"25+","Total",1
"Cape Verde",2015,"25+","Total",1
"Cape Verde",2020,"25+","Total",1
"Central African Republic",1990,"25+","Total",1
"Central African Republic",1995,"25+","Total",1
"Central African Republic",2000,"25+","Total",1
"Central African Republic",2005,"25+","Total",1
"Central African Republic",2010,"25+","Total",1
"Central African Republic",2015,"25+","Total",1
"Central African Republic",2020,"25+","Total",1
"Chad",1990,"25+","Total",1
"Chad",1995,"25+","Total",1
"Chad",2000,"25+","Total",1
"Chad",2005,"25+","Total",1
"Chad",2010,"25+","Total",1
"Chad",2015,"25+","Total",1
"Chad",2020,"25+","Total",1
"Comoros",1990,"25+","Total",1
"Comoros",1995,"25+","Total",1
"Comoros",2000,"25+","Total",1
"Comoros",2005,"25+","Total",1
"Comoros",2010,"25+","Total",1
"Comoros",2015,"25+","Total",1
"Comoros",2020,"25+","Total",1
"Mayotte",1990,"25+","Total",1
"Mayotte",1995,"25+","Total",1
"Mayotte",2000,"25+","Total",1
"Mayotte",2005,"25+","Total",1
"Mayotte",2010,"25+","Total",1
"Mayotte",2015,"25+","Total",1
"Mayotte",2020,"25+","Total",1
"Congo",1990,"25+","Total",1
"Congo",1995,"25+","Total",1
"Congo",2000,"25+","Total",1
"Congo",2005,"25+","Total",1
"Congo",2010,"25+","Total",1
"Congo",2015,"25+","Total",1
"Congo",2020,"25+","Total",1
"Democratic Republic of the Congo",1990,"25+","Total",1
"Democratic Republic of the Congo",1995,"25+","Total",1
"Democratic Republic of the Congo",2000,"25+","Total",1
"Democratic Republic of the Congo",2005,"25+","Total",1
"Democratic Republic of the Congo",2010,"25+","Total",1
"Democratic Republic of the Congo",2015,"25+","Total",1
"Democratic Republic of the Congo",2020,"25+","Total",1
"Benin",1990,"25+","Total",1
"Benin",1995,"25+","Total",1
"Benin",2000,"25+","Total",1
"Benin",2005,"25+","Total",1
"Benin",2010,"25+","Total",1
"Benin",2015,"25+","Total",1
"Benin",2020,"25+","Total",1
"Equatorial Guinea",1990,"25+","Total",1
"Equatorial Guinea",1995,"25+","Total",1
"Equatorial Guinea",2000,"25+","Total",1
"Equatorial Guinea",2005,"25+","Total",1
"Equatorial Guinea",2010,"25+","Total",1
"Equatorial Guinea",2015,"25+","Total",1
"Equatorial Guinea",2020,"25+","Total",1
"Ethiopia",1990,"25+","Total",1
"Ethiopia",1995,"25+","Total",1
"Ethiopia",2000,"25+","Total",1
"Ethiopia",2005,"25+","Total",1
"Ethiopia",2010,"25+","Total",1
"Ethiopia",2015,"25+","Total",1
"Ethiopia",2020,"25+","Total",1
"Eritrea",1990,"25+","Total",1
"Eritrea",1995,"25+","Total",1
"Eritrea",2000,"25+","Total",1
"Eritrea",2005,"25+","Total",1
"Eritrea",2010,"25+","Total",1
"Eritrea",2015,"25+","Total",1
"Eritrea",2020,"25+","Total",1
"Djibouti",1990,"25+","Total",1
"Djibouti",1995,"25+","Total",1
"Djibouti",2000,"25+","Total",1
"Djibouti",2005,"25+","Total",1
"Djibouti",2010,"25+","Total",1
"Djibouti",2015,"25+","Total",1
"Djibouti",2020,"25+","Total",1
"Gabon",1990,"25+","Total",1
"Gabon",1995,"25+","Total",1
"Gabon",2000,"25+","Total",1
"Gabon",2005,"25+","Total",1
"Gabon",2010,"25+","Total",1
"Gabon",2015,"25+","Total",1
"Gabon",2020,"25+","Total",1
"Gambia",1990,"25+","Total",1
"Gambia",1995,"25+","Total",1
"Gambia",2000,"25+","Total",1
"Gambia",2005,"25+","Total",1
"Gambia",2010,"25+","Total",1
"Gambia",2015,"25+","Total",1
"Gambia",2020,"25+","Total",1
"Ghana",1990,"25+","Total",1
"Ghana",1995,"25+","Total",1
"Ghana",2000,"25+","Total",1
"Ghana",2005,"25+","Total",1
"Ghana",2010,"25+","Total",1
"Ghana",2015,"25+","Total",1
"Ghana",2020,"25+","Total",1
"Guinea",1990,"25+","Total",1
"Guinea",1995,"25+","Total",1
"Guinea",2000,"25+","Total",1
"Guinea",2005,"25+","Total",1
"Guinea",2010,"25+","Total",1
"Guinea",2015,"25+","Total",1
"Guinea",2020,"25+","Total",1
"Cote d'Ivoire",1990,"25+","Total",1
"Cote d'Ivoire",1995,"25+","Total",1
"Cote d'Ivoire",2000,"25+","Total",1
"Cote d'Ivoire",2005,"25+","Total",1
"Cote d'Ivoire",2010,"25+","Total",1
"Cote d'Ivoire",2015,"25+","Total",1
"Cote d'Ivoire",2020,"25+","Total",1
"Kenya",1990,"25+","Total",1
"Kenya",1995,"25+","Total",1
"Kenya",2000,"25+","Total",1
"Kenya",2005,"25+","Total",1
"Kenya",2010,"25+","Total",1
"Kenya",2015,"25+","Total",1
"Kenya",2020,"25+","Total",1
"Lesotho",1990,"25+","Total",1
"Lesotho",1995,"25+","Total",1
"Lesotho",2000,"25+","Total",1
"Lesotho",2005,"25+","Total",1
"Lesotho",2010,"25+","Total",1
"Lesotho",2015,"25+","Total",1
"Lesotho",2020,"25+","Total",1
"Liberia",1990,"25+","Total",1
"Liberia",1995,"25+","Total",1
"Liberia",2000,"25+","Total",1
"Liberia",2005,"25+","Total",1
"Liberia",2010,"25+","Total",1
"Liberia",2015,"25+","Total",1
"Liberia",2020,"25+","Total",1
"Libyan Arab Jamahiriya",1990,"25+","Total",1
"Libyan Arab Jamahiriya",1995,"25+","Total",1
"Libyan Arab Jamahiriya",2000,"25+","Total",1
"Libyan Arab Jamahiriya",2005,"25+","Total",1
"Libyan Arab Jamahiriya",2010,"25+","Total",1
"Libyan Arab Jamahiriya",2015,"25+","Total",1
"Libyan Arab Jamahiriya",2020,"25+","Total",1
"Madagascar",1990,"25+","Total",1
"Madagascar",1995,"25+","Total",1
"Madagascar",2000,"25+","Total",1
"Madagascar",2005,"25+","Total",1
"Madagascar",2010,"25+","Total",1
"Madagascar",2015,"25+","Total",1
"Madagascar",2020,"25+","Total",1
"Malawi",1990,"25+","Total",1
"Malawi",1995,"25+","Total",1
"Malawi",2000,"25+","Total",1
"Malawi",2005,"25+","Total",1
"Malawi",2010,"25+","Total",1
"Malawi",2015,"25+","Total",1
"Malawi",2020,"25+","Total",1
"Mali",1990,"25+","Total",1
"Mali",1995,"25+","Total",1
"Mali",2000,"25+","Total",1
"Mali",2005,"25+","Total",1
"Mali",2010,"25+","Total",1
"Mali",2015,"25+","Total",1
"Mali",2020,"25+","Total",1
"Mauritania",1990,"25+","Total",1
"Mauritania",1995,"25+","Total",1
"Mauritania",2000,"25+","Total",1
"Mauritania",2005,"25+","Total",1
"Mauritania",2010,"25+","Total",1
"Mauritania",2015,"25+","Total",1
"Mauritania",2020,"25+","Total",1
"Mauritius",1990,"25+","Total",1
"Mauritius",1995,"25+","Total",1
"Mauritius",2000,"25+","Total",1
"Mauritius",2005,"25+","Total",1
"Mauritius",2010,"25+","Total",1
"Mauritius",2015,"25+","Total",1
"Mauritius",2020,"25+","Total",1
"Morocco",1990,"25+","Total",1
"Morocco",1995,"25+","Total",1
"Morocco",2000,"25+","Total",1
"Morocco",2005,"25+","Total",1
"Morocco",2010,"25+","Total",1
"Morocco",2015,"25+","Total",1
"Morocco",2020,"25+","Total",1
"Mozambique",1990,"25+","Total",1
"Mozambique",1995,"25+","Total",1
"Mozambique",2000,"25+","Total",1
"Mozambique",2005,"25+","Total",1
"Mozambique",2010,"25+","Total",1
"Mozambique",2015,"25+","Total",1
"Mozambique",2020,"25+","Total",1
"Namibia",1990,"25+","Total",1
"Namibia",1995,"25+","Total",1
"Namibia",2000,"25+","Total",1
"Namibia",2005,"25+","Total",1
"Namibia",2010,"25+","Total",1
"Namibia",2015,"25+","Total",1
"Namibia",2020,"25+","Total",1
"Niger",1990,"25+","Total",1
"Niger",1995,"25+","Total",1
"Niger",2000,"25+","Total",1
"Niger",2005,"25+","Total",1
"Niger",2010,"25+","Total",1
"Niger",2015,"25+","Total",1
"Niger",2020,"25+","Total",1
"Nigeria",1990,"25+","Total",1
"Nigeria",1995,"25+","Total",1
"Nigeria",2000,"25+","Total",1
"Nigeria",2005,"25+","Total",1
"Nigeria",2010,"25+","Total",1
"Nigeria",2015,"25+","Total",1
"Nigeria",2020,"25+","Total",1
"Guinea-Bissau",1990,"25+","Total",1
"Guinea-Bissau",1995,"25+","Total",1
"Guinea-Bissau",2000,"25+","Total",1
"Guinea-Bissau",2005,"25+","Total",1
"Guinea-Bissau",2010,"25+","Total",1
"Guinea-Bissau",2015,"25+","Total",1
"Guinea-Bissau",2020,"25+","Total",1
"Reunion",1990,"25+","Total",1
"Reunion",1995,"25+","Total",1
"Reunion",2000,"25+","Total",1
"Reunion",2005,"25+","Total",1
"Reunion",2010,"25+","Total",1
"Reunion",2015,"25+","Total",1
"Reunion",2020,"25+","Total",1
"Rwanda",1990,"25+","Total",1
"Rwanda",1995,"25+","Total",1
"Rwanda",2000,"25+","Total",1
"Rwanda",2005,"25+","Total",1
"Rwanda",2010,"25+","Total",1
"Rwanda",2015,"25+","Total",1
"Rwanda",2020,"25+","Total",1
"Sao Tome and Principe",1990,"25+","Total",1
"Sao Tome and Principe",1995,"25+","Total",1
"Sao Tome and Principe",2000,"25+","Total",1
"Sao Tome and Principe",2005,"25+","Total",1
"Sao Tome and Principe",2010,"25+","Total",1
"Sao Tome and Principe",2015,"25+","Total",1
"Sao Tome and Principe",2020,"25+","Total",1
"Senegal",1990,"25+","Total",1
"Senegal",1995,"25+","Total",1
"Senegal",2000,"25+","Total",1
"Senegal",2005,"25+","Total",1
"Senegal",2010,"25+","Total",1
"Senegal",2015,"25+","Total",1
"Senegal",2020,"25+","Total",1
"Sierra Leone",1990,"25+","Total",1
"Sierra Leone",1995,"25+","Total",1
"Sierra Leone",2000,"25+","Total",1
"Sierra Leone",2005,"25+","Total",1
"Sierra Leone",2010,"25+","Total",1
"Sierra Leone",2015,"25+","Total",1
"Sierra Leone",2020,"25+","Total",1
"Somalia",1990,"25+","Total",1
"Somalia",1995,"25+","Total",1
"Somalia",2000,"25+","Total",1
"Somalia",2005,"25+","Total",1
"Somalia",2010,"25+","Total",1
"Somalia",2015,"25+","Total",1
"Somalia",2020,"25+","Total",1
"South Africa",1990,"25+","Total",1
"South Africa",1995,"25+","Total",1
"South Africa",2000,"25+","Total",1
"South Africa",2005,"25+","Total",1
"South Africa",2010,"25+","Total",1
"South Africa",2015,"25+","Total",1
"South Africa",2020,"25+","Total",1
"Zimbabwe",1990,"25+","Total",1
"Zimbabwe",1995,"25+","Total",1
"Zimbabwe",2000,"25+","Total",1
"Zimbabwe",2005,"25+","Total",1
"Zimbabwe",2010,"25+","Total",1
"Zimbabwe",2015,"25+","Total",1
"Zimbabwe",2020,"25+","Total",1
"Sudan",1990,"25+","Total",1
"Sudan",1995,"25+","Total",1
"Sudan",2000,"25+","Total",1
"Sudan",2005,"25+","Total",1
"Sudan",2010,"25+","Total",1
"Sudan",2015,"25+","Total",1
"Sudan",2020,"25+","Total",1
"Swaziland",1990,"25+","Total",1
"Swaziland",1995,"25+","Total",1
"Swaziland",2000,"25+","Total",1
"Swaziland",2005,"25+","Total",1
"Swaziland",2010,"25+","Total",1
"Swaziland",2015,"25+","Total",1
"Swaziland",2020,"25+","Total",1
"Togo",1990,"25+","Total",1
"Togo",1995,"25+","Total",1
"Togo",2000,"25+","Total",1
"Togo",2005,"25+","Total",1
"Togo",2010,"25+","Total",1
"Togo",2015,"25+","Total",1
"Togo",2020,"25+","Total",1
"Tunisia",1990,"25+","Total",1
"Tunisia",1995,"25+","Total",1
"Tunisia",2000,"25+","Total",1
"Tunisia",2005,"25+","Total",1
"Tunisia",2010,"25+","Total",1
"Tunisia",2015,"25+","Total",1
"Tunisia",2020,"25+","Total",1
"Uganda",1990,"25+","Total",1
"Uganda",1995,"25+","Total",1
"Uganda",2000,"25+","Total",1
"Uganda",2005,"25+","Total",1
"Uganda",2010,"25+","Total",1
"Uganda",2015,"25+","Total",1
"Uganda",2020,"25+","Total",1
"Egypt",1990,"25+","Total",1
"Egypt",1995,"25+","Total",1
"Egypt",2000,"25+","Total",1
"Egypt",2005,"25+","Total",1
"Egypt",2010,"25+","Total",1
"Egypt",2015,"25+","Total",1
"Egypt",2020,"25+","Total",1
"United Republic of Tanzania",1990,"25+","Total",1
"United Republic of Tanzania",1995,"25+","Total",1
"United Republic of Tanzania",2000,"25+","Total",1
"United Republic of Tanzania",2005,"25+","Total",1
"United Republic of Tanzania",2010,"25+","Total",1
"United Republic of Tanzania",2015,"25+","Total",1
"United Republic of Tanzania",2020,"25+","Total",1
"Burkina Faso",1990,"25+","Total",1
"Burkina Faso",1995,"25+","Total",1
"Burkina Faso",2000,"25+","Total",1
"Burkina Faso",2005,"25+","Total",1
"Burkina Faso",2010,"25+","Total",1
"Burkina Faso",2015,"25+","Total",1
"Burkina Faso",2020,"25+","Total",1
"Zambia",1990,"25+","Total",1
"Zambia",1995,"25+","Total",1
"Zambia",2000,"25+","Total",1
"Zambia",2005,"25+","Total",1
"Zambia",2010,"25+","Total",1
"Zambia",2015,"25+","Total",1
"Zambia",2020,"25+","Total",1
"Africa",1990,"25+","Total",1
"Africa",1995,"25+","Total",1
"Africa",2000,"25+","Total",1
"Africa",2005,"25+","Total",1
"Africa",2010,"25+","Total",1
"Africa",2015,"25+","Total",1
"Africa",2020,"25+","Total",1
"Algeria",1990,"20--39","Total",1
"Algeria",1995,"20--39","Total",1
"Algeria",2000,"20--39","Total",1
"Algeria",2005,"20--39","Total",1
"Algeria",2010,"20--39","Total",1
"Algeria",2015,"20--39","Total",1
"Algeria",2020,"20--39","Total",1
"Angola",1990,"20--39","Total",1
"Angola",1995,"20--39","Total",1
"Angola",2000,"20--39","Total",1
"Angola",2005,"20--39","Total",1
"Angola",2010,"20--39","Total",1
"Angola",2015,"20--39","Total",1
"Angola",2020,"20--39","Total",1
"Botswana",1990,"20--39","Total",1
"Botswana",1995,"20--39","Total",1
"Botswana",2000,"20--39","Total",1
"Botswana",2005,"20--39","Total",1
"Botswana",2010,"20--39","Total",1
"Botswana",2015,"20--39","Total",1
"Botswana",2020,"20--39","Total",1
"Burundi",1990,"20--39","Total",1
"Burundi",1995,"20--39","Total",1
"Burundi",2000,"20--39","Total",1
"Burundi",2005,"20--39","Total",1
"Burundi",2010,"20--39","Total",1
"Burundi",2015,"20--39","Total",1
"Burundi",2020,"20--39","Total",1
"Cameroon",1990,"20--39","Total",1
"Cameroon",1995,"20--39","Total",1
"Cameroon",2000,"20--39","Total",1
"Cameroon",2005,"20--39","Total",1
"Cameroon",2010,"20--39","Total",1
"Cameroon",2015,"20--39","Total",1
"Cameroon",2020,"20--39","Total",1
"Cape Verde",1990,"20--39","Total",1
"Cape Verde",1995,"20--39","Total",1
"Cape Verde",2000,"20--39","Total",1
"Cape Verde",2005,"20--39","Total",1
"Cape Verde",2010,"20--39","Total",1
"Cape Verde",2015,"20--39","Total",1
"Cape Verde",2020,"20--39","Total",1
"Central African Republic",1990,"20--39","Total",1
"Central African Republic",1995,"20--39","Total",1
"Central African Republic",2000,"20--39","Total",1
"Central African Republic",2005,"20--39","Total",1
"Central African Republic",2010,"20--39","Total",1
"Central African Republic",2015,"20--39","Total",1
"Central African Republic",2020,"20--39","Total",1
"Chad",1990,"20--39","Total",1
"Chad",1995,"20--39","Total",1
"Chad",2000,"20--39","Total",1
"Chad",2005,"20--39","Total",1
"Chad",2010,"20--39","Total",1
"Chad",2015,"20--39","Total",1
"Chad",2020,"20--39","Total",1
"Comoros",1990,"20--39","Total",1
"Comoros",1995,"20--39","Total",1
"Comoros",2000,"20--39","Total",1
"Comoros",2005,"20--39","Total",1
"Comoros",2010,"20--39","Total",1
"Comoros",2015,"20--39","Total",1
"Comoros",2020,"20--39","Total",1
"Mayotte",1990,"20--39","Total",1
"Mayotte",1995,"20--39","Total",1
"Mayotte",2000,"20--39","Total",1
"Mayotte",2005,"20--39","Total",1
"Mayotte",2010,"20--39","Total",1
"Mayotte",2015,"20--39","Total",1
"Mayotte",2020,"20--39","Total",1
"Congo",1990,"20--39","Total",1
"Congo",1995,"20--39","Total",1
"Congo",2000,"20--39","Total",1
"Congo",2005,"20--39","Total",1
"Congo",2010,"20--39","Total",1
"Congo",2015,"20--39","Total",1
"Congo",2020,"20--39","Total",1
"Democratic Republic of the Congo",1990,"20--39","Total",1
"Democratic Republic of the Congo",1995,"20--39","Total",1
"Democratic Republic of the Congo",2000,"20--39","Total",1
"Democratic Republic of the Congo",2005,"20--39","Total",1
"Democratic Republic of the Congo",2010,"20--39","Total",1
"Democratic Republic of the Congo",2015,"20--39","Total",1
"Democratic Republic of the Congo",2020,"20--39","Total",1
"Benin",1990,"20--39","Total",1
"Benin",1995,"20--39","Total",1
"Benin",2000,"20--39","Total",1
"Benin",2005,"20--39","Total",1
"Benin",2010,"20--39","Total",1
"Benin",2015,"20--39","Total",1
"Benin",2020,"20--39","Total",1
"Equatorial Guinea",1990,"20--39","Total",1
"Equatorial Guinea",1995,"20--39","Total",1
"Equatorial Guinea",2000,"20--39","Total",1
"Equatorial Guinea",2005,"20--39","Total",1
"Equatorial Guinea",2010,"20--39","Total",1
"Equatorial Guinea",2015,"20--39","Total",1
"Equatorial Guinea",2020,"20--39","Total",1
"Ethiopia",1990,"20--39","Total",1
"Ethiopia",1995,"20--39","Total",1
"Ethiopia",2000,"20--39","Total",1
"Ethiopia",2005,"20--39","Total",1
"Ethiopia",2010,"20--39","Total",1
"Ethiopia",2015,"20--39","Total",1
"Ethiopia",2020,"20--39","Total",1
"Eritrea",1990,"20--39","Total",1
"Eritrea",1995,"20--39","Total",1
"Eritrea",2000,"20--39","Total",1
"Eritrea",2005,"20--39","Total",1
"Eritrea",2010,"20--39","Total",1
"Eritrea",2015,"20--39","Total",1
"Eritrea",2020,"20--39","Total",1
"Djibouti",1990,"20--39","Total",1
"Djibouti",1995,"20--39","Total",1
"Djibouti",2000,"20--39","Total",1
"Djibouti",2005,"20--39","Total",1
"Djibouti",2010,"20--39","Total",1
"Djibouti",2015,"20--39","Total",1
"Djibouti",2020,"20--39","Total",1
"Gabon",1990,"20--39","Total",1
"Gabon",1995,"20--39","Total",1
"Gabon",2000,"20--39","Total",1
"Gabon",2005,"20--39","Total",1
"Gabon",2010,"20--39","Total",1
"Gabon",2015,"20--39","Total",1
"Gabon",2020,"20--39","Total",1
"Gambia",1990,"20--39","Total",1
"Gambia",1995,"20--39","Total",1
"Gambia",2000,"20--39","Total",1
"Gambia",2005,"20--39","Total",1
"Gambia",2010,"20--39","Total",1
"Gambia",2015,"20--39","Total",1
"Gambia",2020,"20--39","Total",1
"Ghana",1990,"20--39","Total",1
"Ghana",1995,"20--39","Total",1
"Ghana",2000,"20--39","Total",1
"Ghana",2005,"20--39","Total",1
"Ghana",2010,"20--39","Total",1
"Ghana",2015,"20--39","Total",1
"Ghana",2020,"20--39","Total",1
"Guinea",1990,"20--39","Total",1
"Guinea",1995,"20--39","Total",1
"Guinea",2000,"20--39","Total",1
"Guinea",2005,"20--39","Total",1
"Guinea",2010,"20--39","Total",1
"Guinea",2015,"20--39","Total",1
"Guinea",2020,"20--39","Total",1
"Cote d'Ivoire",1990,"20--39","Total",1
"Cote d'Ivoire",1995,"20--39","Total",1
"Cote d'Ivoire",2000,"20--39","Total",1
"Cote d'Ivoire",2005,"20--39","Total",1
"Cote d'Ivoire",2010,"20--39","Total",1
"Cote d'Ivoire",2015,"20--39","Total",1
"Cote d'Ivoire",2020,"20--39","Total",1
"Kenya",1990,"20--39","Total",1
"Kenya",1995,"20--39","Total",1
"Kenya",2000,"20--39","Total",1
"Kenya",2005,"20--39","Total",1
"Kenya",2010,"20--39","Total",1
"Kenya",2015,"20--39","Total",1
"Kenya",2020,"20--39","Total",1
"Lesotho",1990,"20--39","Total",1
"Lesotho",1995,"20--39","Total",1
"Lesotho",2000,"20--39","Total",1
"Lesotho",2005,"20--39","Total",1
"Lesotho",2010,"20--39","Total",1
"Lesotho",2015,"20--39","Total",1
"Lesotho",2020,"20--39","Total",1
"Liberia",1990,"20--39","Total",1
"Liberia",1995,"20--39","Total",1
"Liberia",2000,"20--39","Total",1
"Liberia",2005,"20--39","Total",1
"Liberia",2010,"20--39","Total",1
"Liberia",2015,"20--39","Total",1
"Liberia",2020,"20--39","Total",1
"Libyan Arab Jamahiriya",1990,"20--39","Total",1
"Libyan Arab Jamahiriya",1995,"20--39","Total",1
"Libyan Arab Jamahiriya",2000,"20--39","Total",1
"Libyan Arab Jamahiriya",2005,"20--39","Total",1
"Libyan Arab Jamahiriya",2010,"20--39","Total",1
"Libyan Arab Jamahiriya",2015,"20--39","Total",1
"Libyan Arab Jamahiriya",2020,"20--39","Total",1
"Madagascar",1990,"20--39","Total",1
"Madagascar",1995,"20--39","Total",1
"Madagascar",2000,"20--39","Total",1
